MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.017578 s         4/13/2017 11:15:12 AM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
3.7080078 3060.9956 0.028435886 0.00063605257
3.7177734 3076.2036 0.028574316 0.00065913942
3.7275391 3088.4465 0.028644204 0.00068801502
3.7373047 3102.9773 0.028737633 0.00086747791
3.7470703 3109.4321 0.028804839 0.00071375381
3.7568359 3106.5459 0.028820483 0.00075063086
3.7666016 3109.7249 0.02885282 0.00070936489
3.7763672 3118.5789 0.028915703 0.00084038801
3.7861328 3130.4426 0.028999746 0.00072385994
3.7958984 3134.6594 0.029101074 0.00062650553
3.8056641 3141.7271 0.029124768 0.00077442545
3.8154297 3154.896  0.029154865 0.00074079423
3.8251953 3164.2698 0.029270351 0.00079273293
3.8349609 3171.8052 0.029364975 0.00064483867
3.8447266 3181.7676 0.02943635 0.00074963906
3.8544922 3190.24   0.029488504 0.00083600177
3.8642578 3193.4656 0.029550044 0.00073943118
3.8740234 3198.3884 0.029602496 0.00064573978
3.8837891 3202.9268 0.029644521 0.0005531052
3.8935547 3207.0425 0.029723493 0.000717216
3.9033203 3208.1858 0.029758962 0.00064312632
3.9130859 3204.5891 0.029798595 0.0005607226
3.9228516 3207.3083 0.029791744 0.00052062445
3.9326172 3210.2451 0.029844642 0.00048712248
3.9423828 3226.5273 0.029887259 0.00058992457
3.9521484 3244.1257 0.030026285 0.0004054952
3.9619141 3258.585  0.030173957 0.00033893951
3.9716797 3261.9568 0.030189602 0.00043848201
3.9814453 3262.658  0.030232966 0.00036236289
3.9912109 3260.7229 0.030259339 0.00036282575
4.0009766 3264.8162 0.030285271 0.00020120922
4.0107422 3269.5576 0.030374527 0.00033598789
4.0205078 3269.123  0.030337274 0.00035698299
4.0302734 3272.125  0.030409694 0.00022664735
4.0400391 3274.4387 0.030432193 0.00020143746
4.0498047 3278.5562 0.030422656 0.00013389274
4.0595703 3281.459  0.030495524 0.00024976541
4.0693359 3291.467  0.030539481 9.9477809e-05
4.0791016 3302.1787 0.030626805 1.3974422e-05
4.0888672 3311.2947 0.030738711 6.0895756e-05
4.0986328 3314.7202 0.030771939 4.7000165e-05
4.1083984 3328.7327 0.030882359 5.0413793e-05
4.1181641 3341.0142 0.030982494 -7.2281997e-05
4.1279297 3349.3462 0.031004397 7.4467767e-05
4.1376953 3349.4321 0.031040013 0.00015497125
4.1474609 3356.123  0.031114968 -0.00011905759
4.1572266 3360.5364 0.031172931 -8.1136437e-05
4.1669922 3363.9658 0.031188877 -0.0001226715
4.1767578 3367.5361 0.031258017 2.8330172e-05
4.1865234 3366.2375 0.031277984 -7.9202291e-05
4.1962891 3376.6111 0.03137365 -0.00017853893
4.2060547 3384.0923 0.031428784 -0.00019249869
4.2158203 3390.2803 0.03146559 -0.00021976967
4.2255859 3395.666  0.031557381 -0.00014640189
4.2353516 3407.5173 0.031613111 -0.00031615194
4.2451172 3419.0901 0.03174901 -0.00024845093
4.2548828 3423.5427 0.031786263 -0.0001338822
4.2646484 3427.2202 0.031811297 -0.00022162177
4.2744141 3430.9717 0.031878799 -0.00033984246
4.2841797 3440.6279 0.031969249 -0.00042049304
4.2939453 3453.7168 0.032036304 -0.00025548533
4.3037109 3461.9417 0.032130778 -0.00027223083
4.3134766 3462.8025 0.032185465 -0.0004054842
4.3232422 3456.4116 0.032193959 -0.00033746098
