MTS793|MPT|ENU|1|0|.|/|:|1|0|0|A

Data Acquisition                                            Time:     10.016602 s         4/13/2017 12:12:46 PM
Time      Ch 1 Force Ch 1 Displacement Ch 1 Laser Ext
s         lbf       in        in
4.2148438 1678.2386 0.024854243 2.8616456e-05
4.2246094 1680.7555 0.024918914 1.1730419e-05
4.234375  1680.6294 0.024933144 7.9205609e-05
4.2441406 1681.126  0.024955571 -8.4162108e-05
4.2539063 1675.9465 0.024964511 -2.0669291e-05
4.2636719 1672.4395 0.025018454 8.0803235e-05
4.2734375 1676.3867 0.025051758 -1.4688354e-05
4.2832031 1683.1068 0.025092289 1.702892e-05
4.2929688 1691.6017 0.025144665 -6.8326815e-05
4.3027344 1693.577  0.025204793 0.00011023228
4.3125    1692.6838 0.025194958 9.5022711e-05
4.3222656 1698.8834 0.025268868 -5.371368e-05
4.3320313 1710.1984 0.025335848 -2.9950304e-06
4.3417969 1723.3881 0.025458336 -8.030881e-06
4.3515625 1726.4758 0.025500655 0.00011775499
4.3613281 1736.5961 0.025612267 -5.84107e-05
4.3710938 1743.4049 0.025703385 -9.4812087e-05
4.3808594 1750.0286 0.025763663 3.8562317e-05
4.390625  1752.9951 0.025822446 -4.8471054e-07
4.4003906 1757.5698 0.025927648 2.4569248e-05
4.4101563 1762.7056 0.025983527 -9.4664218e-05
4.4199219 1766.1729 0.026035309 5.9818482e-05
4.4296875 1767.5535 0.026092084 0.00012435218
4.4394531 1766.8606 0.026100278 -3.3288023e-05
4.4492188 1769.3396 0.026155189 1.6405938e-05
4.4589844 1769.9362 0.026199892 -2.9810559e-05
4.46875   1778.1229 0.026274474 0.00011180813
4.4785156 1786.9031 0.026407091 -1.0813476e-05
4.4882813 1789.3741 0.026426315 -7.6894597e-05
4.4980469 1794.951  0.026498882 6.5256405e-05
4.5078125 1804.4703 0.026573539 1.2920984e-05
4.5175781 1811.2589 0.026671514 3.9864597e-05
4.5273438 1813.23   0.026715549 -7.7073004e-05
4.5371094 1815.9119 0.026756451 1.5496156e-05
4.546875  1814.9087 0.026803613 0.00010962273
4.5566406 1812.8945 0.026832819 7.0659862e-06
4.5664063 1815.2295 0.026903899 6.938571e-06
4.5761719 1819.3923 0.026991216 -5.9730239e-05
4.5859375 1822.6953 0.027027428 9.807272e-05
4.5957031 1823.3351 0.027057752 4.6138994e-05
4.6054688 1830.0774 0.027095079 -7.1456037e-05
4.6152344 1837.624  0.027235374 2.063307e-05
4.625     1840.5063 0.027218016 -5.9657696e-06
4.6347656 1838.4572 0.027264802 9.5241834e-05
4.6445313 1833.4895 0.0272616 -7.737639e-05
4.6542969 1830.0142 0.027307793 -8.2031074e-05
4.6640625 1838.0507 0.027349666 6.4140229e-05
4.6738281 1852.5363 0.027450696 1.5413314e-05
4.6835938 1865.749  0.027582495 1.6351827e-05
4.6933594 1878.2424 0.027669819 -6.9732734e-05
4.703125  1885.6759 0.027742982 7.4394062e-05
4.7128906 1892.4762 0.02778478 0.00012433683
4.7226563 1888.8174 0.027862636 -2.4623228e-05
4.7324219 1893.5658 0.027878508 1.4205333e-05
4.7421875 1899.4855 0.027971938 -6.1395904e-06
4.7519531 1902.5515 0.028052554 0.0001110514
4.7617188 1906.8186 0.02812326 -2.4849285e-05
4.7714844 1910.7107 0.028174965 -9.9291377e-05
4.78125   1911.3624 0.028186515 3.5733374e-05
4.7910156 1914.0922 0.028290749 2.8759883e-05
4.8007813 1913.203  0.028334782 5.4115193e-05
4.8105469 1921.0325 0.028366597 -8.909146e-05
4.8203125 1930.1113 0.028481333 2.6576408e-05
4.8300781 1938.9064 0.028602704 0.00011704346
4.8398438 1944.7711 0.028631536 9.7977354e-06
4.8496094 1945.0526 0.028649941 6.7006699e-06
4.859375  1948.4098 0.028767288 -6.3878855e-05
4.8691406 1951.8297 0.028802454 0.0001067098
4.8789063 1953.1711 0.028863251 4.2986532e-05
4.8886719 1954.0417 0.02890341 -5.6061726e-05
4.8984375 1962.0792 0.028938428 2.6995778e-05
4.9082031 1965.7634 0.028991178 -1.9597248e-06
4.9179688 1964.2427 0.029024927 8.2567225e-05
4.9277344 1963.1649 0.029121339 -7.3419164e-05
4.9375    1970.4558 0.02916187 -5.0579147e-05
4.9472656 1978.3271 0.029226169 6.6973589e-05
4.9570313 1984.6333 0.029280558 9.8384126e-06
4.9667969 1982.5297 0.029311331 4.4876248e-05
4.9765625 1975.1678 0.029318407 -7.5396296e-05
